title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
The 2006-2011 World Outlook for Manufacturing Canned Specialty Foods,,business__economics,First published in 2005,/works/OL10364669M,,//covers.openlibrary.org/b/olid/OL10364669M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 187",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Fluid Whole Milk in Cartons, Bottles, Cans, Dispenser Cans, and Other Packaging Excluding Ultra Heat-Treated Milk",,business__economics,First published in 2005,/works/OL10364675M,,//covers.openlibrary.org/b/olid/OL10364675M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 199",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Costume Jewelry and Novelties,,business__economics,First published in 2005,/works/OL10364609M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 186",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Prestressed Concrete Piling, Bearing Piles, and Sheet Piles",,business__economics,First published in 2005,/works/OL10365124M,,//covers.openlibrary.org/b/olid/OL10365124M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 185",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Plastics Pipe Fittings and Unions,,business__economics,First published in 2005,/works/OL10364963M,,//covers.openlibrary.org/b/olid/OL10364963M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 186",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Watches, Watchcases, Movements, Modules, and Watch Parts",,business__economics,First published in 2005,/works/OL10364416M,,//covers.openlibrary.org/b/olid/OL10364416M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 186",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Chronometers,,business__economics,First published in 2005,/works/OL10364421M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 185",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Oil and Gas Field Production Well Casings and Tubing Heads and Supports,,business__economics,First published in 2005,/works/OL10365879M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 193",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Power-Operated, On-Off Mounted Actuators for Industrial Ball Valves",,business__economics,First published in 2005,/works/OL10365729M,,//covers.openlibrary.org/b/olid/OL10365729M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 189",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Industrial Carbon Steel Plug Valves,,business__economics,First published in 2005,/works/OL10365742M,,//covers.openlibrary.org/b/olid/OL10365742M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 185",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Industrial Presses, Crushers, and Similar Machinery Used in the Production of Wine, Cider, Fruit Juices, and Similar Beverages",,business__economics,First published in 2005,/works/OL10365973M,,//covers.openlibrary.org/b/olid/OL10365973M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 200",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Picker, Garnetting, and Other Cleaning and Opening Fiber-To-Fabric Textile Machinery",,business__economics,First published in 2005,/works/OL10365919M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 200",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Metal Coating, Engraving, and Allied Services",,business__economics,First published in 2005,/works/OL10365694M,,//covers.openlibrary.org/b/olid/OL10365694M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 188",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Metalworking Carbide Extrusion and Wiredrawing and Straightening Dies,,business__economics,First published in 2005,/works/OL10366091M,,//covers.openlibrary.org/b/olid/OL10366091M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 191",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Copper,,business__economics,First published in 2005,/works/OL10365795M,,//covers.openlibrary.org/b/olid/OL10365795M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 185",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Standard Steel Punches for Dies,,business__economics,First published in 2005,/works/OL10366093M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 185",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Coated Foil Greater Than .003 Inch Thickness,,business__economics,First published in 2005,/works/OL10365805M,,//covers.openlibrary.org/b/olid/OL10365805M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 187",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Steel Foundries Excluding Investment Foundries,,business__economics,First published in 2005,/works/OL10365323M,,//covers.openlibrary.org/b/olid/OL10365323M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 189",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Ferrous Wire Cloth and Other Ferrous Woven Wire Products Made from Purchased Wire,,business__economics,First published in 2005,/works/OL10365655M,,//covers.openlibrary.org/b/olid/OL10365655M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 197",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Solenoid-Operated Valves and Parts Excluding Nuclear and Fluid-Power-Transfer Valves,,business__economics,First published in 2005,/works/OL10365751M,,//covers.openlibrary.org/b/olid/OL10365751M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 199",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Woodworking Power Sawblades and Accessories,,business__economics,First published in 2005,/works/OL10365443M,,//covers.openlibrary.org/b/olid/OL10365443M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 185",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Ceramic Inserts for Machine Tools and Metalworking Machinery Excluding Indexible and Throwaway Types,,business__economics,First published in 2005,/works/OL10366121M,,//covers.openlibrary.org/b/olid/OL10366121M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 199",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Furniture Metal Job Stampings,,business__economics,First published in 2005,/works/OL10365376M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 184",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Coiled Aluminum and Continuous Cast Sheet and Strip,,business__economics,First published in 2005,/works/OL10365240M,,//covers.openlibrary.org/b/olid/OL10365240M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 187",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Residential, Commercial, and Industrial Electrical Appliance Metal Job Stampings",,business__economics,First published in 2005,/works/OL10365381M,,//covers.openlibrary.org/b/olid/OL10365381M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 199",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Hand-Operated Hacksaws,,business__economics,First published in 2005,/works/OL10365452M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 187",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Sheet Metal Electronic Enclosures,,business__economics,First published in 2005,/works/OL10365515M,,//covers.openlibrary.org/b/olid/OL10365515M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 187",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Parts Sold Separately for Mixers, Pavers, and Related Equipment",,business__economics,First published in 2005,/works/OL10365859M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 189",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Metalworking Draw Benches and Wiredrawing Machines Excluding Dies, Handheld, and Ultrasonic Machines",,business__economics,First published in 2005,/works/OL10366147M,,//covers.openlibrary.org/b/olid/OL10366147M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 197",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Manufacturing Water Well Drilling Machinery and Oil and Gas Field Machinery and Equipment,,business__economics,First published in 2005,/works/OL10365863M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 200",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Tool-Type Scissors and Shears,,business__economics,First published in 2005,/works/OL10365429M,,//covers.openlibrary.org/b/olid/OL10365429M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 187",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Residential, Commercial, and Industrial Stove, Heater, and Air-Conditioner Metal Job Stampings Excluding Automotive Stampings",,business__economics,First published in 2005,/works/OL10365384M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 197",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Non-Insulated Ferrous Wire Cable and Strand,,business__economics,First published in 2005,/works/OL10365215M,,//covers.openlibrary.org/b/olid/OL10365215M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 188",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Filtering and Purifying Machinery and Apparatus for Desalinization,,business__economics,First published in 2005,/works/OL10366008M,,//covers.openlibrary.org/b/olid/OL10366008M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 189",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Lace, Embroidery, Braiding, and Tufting Machinery",,business__economics,First published in 2005,/works/OL10365927M,,//covers.openlibrary.org/b/olid/OL10365927M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 188",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Iron and Steel Forging,,business__economics,First published in 2005,/works/OL10365351M,,//covers.openlibrary.org/b/olid/OL10365351M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 187",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Nonferrous Die-Castings Excluding Aluminum,,business__economics,First published in 2005,/works/OL10365331M,,//covers.openlibrary.org/b/olid/OL10365331M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 188",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Manufacturing Metal Kitchen Utensils, Pots, and Pans Excluding Cutting-Type Utensils",,business__economics,First published in 2005,/works/OL10365454M,,//covers.openlibrary.org/b/olid/OL10365454M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 200",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Machine Knives,,business__economics,First published in 2005,/works/OL10365421M,,//covers.openlibrary.org/b/olid/OL10365421M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 187",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Industrial Machinery and Equipment for Heat-Treating Milk and Dairy Products,,business__economics,First published in 2005,/works/OL10365962M,,//covers.openlibrary.org/b/olid/OL10365962M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 196",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Metal Grinding, Polishing, Buffing, Honing, and Lapping Machines Excluding Gear-Tooth Grinding, Lapping, Polishing, and Buffing Machines",,business__economics,First published in 2005,/works/OL10366058M,,//covers.openlibrary.org/b/olid/OL10366058M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 202",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Gears, Nsk",,business__economics,First published in 2005,/works/OL10366168M,,//covers.openlibrary.org/b/olid/OL10366168M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 185",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Solid and Tipped Carbide Twist Drills for Machine Tools and Metalworking Machinery Excluding Combined Drills, Countersinks, ... Blanks Sold Separately, and Masonry Drills",,business__economics,First published in 2005,/works/OL10366106M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 219",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Gates, Globes, Angles, Y-Type Straightway Check, Stop and Check, Cross, 3-And 4-Way, and Other Industrial Valves Excluding Parts",,business__economics,First published in 2005,/works/OL10365709M,,//covers.openlibrary.org/b/olid/OL10365709M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 199",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Parts Sold Separately for Oil and Gas Field Production Machinery and Tools Excluding Parts for Portable Drilling Rigs and Other Drilling Equipment,,business__economics,First published in 2005,/works/OL10365887M,,//covers.openlibrary.org/b/olid/OL10365887M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 197",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Metal Boxes for Packaging and Shipping,,business__economics,First published in 2005,/works/OL10365595M,,//covers.openlibrary.org/b/olid/OL10365595M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 188",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Computer Metal Job Stampings,,business__economics,First published in 2005,/works/OL10365380M,,//covers.openlibrary.org/b/olid/OL10365380M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 186",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Oil and Gas Field Well Logging Equipment,,business__economics,First published in 2005,/works/OL10365895M,,//covers.openlibrary.org/b/olid/OL10365895M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 186",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Steam Turbines and Other Vapor Turbines,,business__economics,First published in 2005,/works/OL10366152M,,//covers.openlibrary.org/b/olid/OL10366152M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 188",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Single-Reduction Worm Speed Reducers with Center Distance of Less Than 3 Inches and without C-Face, Flange, or Scoop Mount",,business__economics,First published in 2005,/works/OL10366172M,,//covers.openlibrary.org/b/olid/OL10366172M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 195",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Hollowware of Precious and Non-Precious Metal Plated to a Non-Precious Metal Base Excluding Pewter and Electrosilverplated Hollowware,,business__economics,First published in 2005,/works/OL10365819M,,//covers.openlibrary.org/b/olid/OL10365819M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 199",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Seamless Ferrous Rolled-Ring Forgings Made from Purchased Iron and Steel,,business__economics,First published in 2005,/works/OL10365359M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 192",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Manufacturing Powder Metallurgy Products,,business__economics,First published in 2005,/works/OL10365393M,,//covers.openlibrary.org/b/olid/OL10365393M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 187",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Copper and Copper-Base Alloy Investment Castings Excluding Bearings and Bushings,,business__economics,First published in 2005,/works/OL10365347M,,//covers.openlibrary.org/b/olid/OL10365347M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 199",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Parts for Tobacco Processing Machinery,,business__economics,First published in 2005,/works/OL10366019M,,//covers.openlibrary.org/b/olid/OL10366019M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 185",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Secondary Unalloyed Lead,,business__economics,First published in 2005,/works/OL10365315M,,//covers.openlibrary.org/b/olid/OL10365315M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 184",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Cast Carbon Steel Gates, Globes, Angles, Y-Type Straightway Check, Stop and Check, Cross, 3-And 4-Way, and Other Industrial Valves",,business__economics,First published in 2005,/works/OL10365711M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 195",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Parts and Attachments Sold Separately for Paper and Paperboard Converting Equipment,,business__economics,First published in 2005,/works/OL10365915M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 198",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Nickel and Nickel-Base Alloy Plate, Sheet, and Strip Excluding Nickel-Copper Alloys",,business__economics,First published in 2005,/works/OL10365289M,,//covers.openlibrary.org/b/olid/OL10365289M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 197",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Still Picture Commercial-Type Processing Equipment for Film,,business__economics,First published in 2005,/works/OL10366044M,,//covers.openlibrary.org/b/olid/OL10366044M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 190",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Nickel and Nickel-Base Alloy Castings Excluding Die-Castings,,business__economics,First published in 2005,/works/OL10365348M,,//covers.openlibrary.org/b/olid/OL10365348M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 190",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Aircraft and Aerospace Screws and Studs Which Meet Specifications for Flying Vehicles Excluding Plastics,,business__economics,First published in 2005,/works/OL10365674M,,//covers.openlibrary.org/b/olid/OL10365674M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 199",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Mounted Bearings Excluding Plain Bearings,,business__economics,First published in 2005,/works/OL10365763M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 187",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Precision Mechanical Compression-Type Wire Springs Shipped to Original Equipment Manufacturers,,business__economics,First published in 2005,/works/OL10365647M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 199",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Offset Lithographic Sheet-Fed Printing Presses,,business__economics,First published in 2005,/works/OL10365945M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 185",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Metal-Cutting Shears and Aviation and Tinners' Snips, BX, and Wire Filament Cutters",,business__economics,First published in 2005,/works/OL10365428M,,//covers.openlibrary.org/b/olid/OL10365428M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 200",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Mineral Wool for Thermal and Acoustical Envelope Insulation of Thermal Resistance of R10.9 or Less in Building Batts, Blankets, and Rolls",,business__economics,First published in 2005,/works/OL10365178M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 199",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Concealed Door Controls, Closers, and Checking Devices",,business__economics,First published in 2005,/works/OL10365611M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 188",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Standard Line Pressure Air Receivers Made from Ferrous and Nonferrous Metal and Completed at Factory,,business__economics,First published in 2005,/works/OL10365567M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 199",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Motion Picture Equipment for at Least 8 Mm Excluding Projection Screens and Processing Equipment,,business__economics,First published in 2005,/works/OL10366050M,,//covers.openlibrary.org/b/olid/OL10366050M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 197",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Textile Bleaching, Mercerizing, and Dyeing Machinery",,business__economics,First published in 2005,/works/OL10365928M,,//covers.openlibrary.org/b/olid/OL10365928M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 187",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Turnbuckles and Hose Clamps Made by Cold-, Warm-, or Hot-Heading Process",,business__economics,First published in 2005,/works/OL10365692M,,//covers.openlibrary.org/b/olid/OL10365692M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 193",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Fabricated Steam Condensers Excluding for Nuclear Applications,,business__economics,First published in 2005,/works/OL10365553M,,//covers.openlibrary.org/b/olid/OL10365553M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 187",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Fiber-To-Fabric Textile Machinery,,business__economics,First published in 2005,/works/OL10365918M,,//covers.openlibrary.org/b/olid/OL10365918M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 185",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Power Band Saw Blades for Woodworking,,business__economics,First published in 2005,/works/OL10365446M,,//covers.openlibrary.org/b/olid/OL10365446M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 188",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The 2006-2011 World Outlook for Metal Grilles, Registers, and Air Diffusers",,business__economics,First published in 2005,/works/OL10365527M,,//covers.openlibrary.org/b/olid/OL10365527M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 185",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Heavy-Gauge Springs Manufacturing,,business__economics,First published in 2005,/works/OL10365631M,,/images/icons/avatar_book-sm.png,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 186",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Stamped and Pressed Metal End Products and Vitreous Porcelain-Enameled Products,,business__economics,First published in 2005,/works/OL10365387M,,//covers.openlibrary.org/b/olid/OL10365387M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 200",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Industrial High-Pressure Iron Butterfly Valves with Shut-Off to Full ANSI Class Ratings,,business__economics,First published in 2005,/works/OL10365736M,,//covers.openlibrary.org/b/olid/OL10365736M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 199",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The 2006-2011 World Outlook for Household Sewing Machines and Heads,,business__economics,First published in 2005,/works/OL10366016M,,//covers.openlibrary.org/b/olid/OL10366016M-M.jpg,"Publish Date April 14, 2005|Publisher  Icon Group International, Inc.|Pages 186",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
